month,Avg_price
06,1431.5954645454547
03,1116.3422309999999
04,1230.1114327142855
11,1743.3900024
10,1541.9208984090908
12,1767.7109042272727
07,1515.317732409091
09,1511.5023775714285
08,1545.0195253809522
05,1381.3725097500003
